%STUDENT - TEACHER RATIO
0.05

%nSchoolBoards in use
16

%SCHOOLID	LEVEL	NAME	SCHOOLBOARD	BOARDID	ENROLMENT
2279	2	St_Jane_Frances_Catholic_School	Toronto_CDSB	13	844
2280	2	Blessed_Margherita_of_Citta_Castello_Catholic_School	Toronto_CDSB	13	252
2281	2	St_Albert_Catholic_School	Toronto_CDSB	13	425
2282	2	St_Andrew_Catholic_School	Toronto_CDSB	13	508
2283	2	St_Lawrence_Catholic_School	Toronto_CDSB	13	464
2284	2	St_Nicholas_Catholic_School	Toronto_CDSB	13	374
2285	2	St_Jerome_Catholic_School	Toronto_CDSB	13	437
2286	2	St_Robert_Catholic_School	Toronto_CDSB	13	617
2287	2	St_Ursula_Catholic_School	Toronto_CDSB	13	260
2288	2	Msgr_John_Corrigan_Catholic_School	Toronto_CDSB	13	129
2289	2	St_Kevin_Catholic_School	Toronto_CDSB	13	261
2290	2	Annunciation_Catholic_School	Toronto_CDSB	13	363
2291	2	St_Angela_Catholic_School	Toronto_CDSB	13	413
2292	2	St_Roch_Catholic_School	Toronto_CDSB	13	399
2293	2	St_Francis_de_Sales_Catholic_School	Toronto_CDSB	13	364
2294	2	St_Rose_of_Lima_Catholic_School	Toronto_CDSB	13	438
2295	2	Venerable_John_Merlini_Catholic_School	Toronto_CDSB	13	352
2296	2	St_Edward_Catholic_School	Toronto_CDSB	13	186
2297	2	St_Wilfrid_Catholic_School	Toronto_CDSB	13	557
2298	2	Our_Lady_of_Wisdom_Catholic_School	Toronto_CDSB	13	367
2299	2	St_Isaac_Jogues_Catholic_School	Toronto_CDSB	13	310
2300	2	St_Charles_Garnier_Catholic_School	Toronto_CDSB	13	396
2301	2	St_Barbara_Catholic_School	Toronto_CDSB	13	347
2302	2	St_Malachy_Catholic_School	Toronto_CDSB	13	320
2303	2	St_Richard_Catholic_School	Toronto_CDSB	13	355
2304	2	St_Martin_De_Porres_Catholic_School	Toronto_CDSB	13	376
2305	2	St_Victor_Catholic_School	Toronto_CDSB	13	300
2306	2	St_Augustine_Catholic_School	Toronto_CDSB	13	482
2307	2	St_Gabriel_Catholic_Catholic_School	Toronto_CDSB	13	352
2308	2	St_Timothy_Catholic_School	Toronto_CDSB	13	567
2309	2	St_Cyril_Catholic_School	Toronto_CDSB	13	392
2310	2	St_Antoine_Daniel_Catholic_School	Toronto_CDSB	13	295
2311	2	St_Thomas_More_Catholic_School	Toronto_CDSB	13	314
2312	2	Holy_Spirit_Catholic_School	Toronto_CDSB	13	359
2313	2	St_Gerald_Catholic_School	Toronto_CDSB	13	240
2314	2	St_Brendan_Catholic_School	Toronto_CDSB	13	593
2315	2	St_Matthias_Catholic_School	Toronto_CDSB	13	203
2316	2	Blessed_Kateri_Tekakwitha_Catholic_School	Toronto_CDSB	13	207
2317	2	Blessed_Trinity_Catholic_School	Toronto_CDSB	13	228
2318	2	St_Edmund_Campion_Catholic_School	Toronto_CDSB	13	311
2319	2	St_Elizabeth_Seton_Catholic_School	Toronto_CDSB	13	197
2320	2	St_Bartholomew_Catholic_School	Toronto_CDSB	13	138
2321	2	Our_Lady_of_Guadalupe_Catholic_School	Toronto_CDSB	13	119
2322	2	St_Paschal_Baylon_Catholic_School	Toronto_CDSB	13	451
2323	2	Cardinal_Leger_Catholic_School	Toronto_CDSB	13	486
2324	2	Epiphany_of_our_Lord_Catholic_Academy	Toronto_CDSB	13	180
2325	2	St_Aidan_Catholic_School	Toronto_CDSB	13	309
2326	2	St_Barnabas_Catholic_School	Toronto_CDSB	13	390
2327	2	St_Agnes_Catholic_School	Toronto_CDSB	13	258
2328	2	St_Florence_Catholic_School	Toronto_CDSB	13	224
2329	2	St_Dominic_Savio_Catholic_School	Toronto_CDSB	13	352
2330	2	St_Jean_de_Brebeuf_Catholic_School	Toronto_CDSB	13	296
2331	2	St_Ignatius_of_Loyola_Catholic_School	Toronto_CDSB	13	147
2332	2	St_Sylvester_Catholic_School	Toronto_CDSB	13	195
2333	2	St_Columba_Catholic_School	Toronto_CDSB	13	224
2334	2	Holy_Redeemer_Catholic_School	Toronto_CDSB	13	88
2335	2	St_Marguerite_Bourgeoys_Catholic_Catholic_School	Toronto_CDSB	13	146
2336	2	Our_Lady_of_Grace_Catholic_School	Toronto_CDSB	13	270
2337	2	Sacred_Heart_Catholic_School	Toronto_CDSB	13	245
2338	2	St_Gabriel_Lalemant_Catholic_School	Toronto_CDSB	13	330
2339	2	St_Henry_Catholic_Catholic_School	Toronto_CDSB	13	309
2340	2	St_Bede_Catholic_School	Toronto_CDSB	13	337
2341	2	St_Rene_Goupil_Catholic_School	Toronto_CDSB	13	156
2342	2	The_Divine_Infant_Catholic_School	Toronto_CDSB	13	174
2343	2	Prince_of_Peace_Catholic_School	Toronto_CDSB	13	317
2344	4	Cardinal_Carter_Academy_for_the_Arts	Toronto_CDSB	13	815
2345	4	Francis_Libermann_Catholic_Elementary_School	Toronto_CDSB	13	834
2346	5	Father_John_Redmond_Catholic_Secondary_School	Toronto_CDSB	13	962
2347	5	Bishop_Allen_Academy_Catholic_Secondary_School	Toronto_CDSB	13	1541
2348	5	St_Michael's_Choir_(Sr)_School	Toronto_CDSB	13	72
2349	5	Msgr_Fraser_College_(Alternate_Study)_Secondary_School	Toronto_CDSB	13	156
2350	5	Bishop_Marrocco/Thomas_Merton_Catholic_Secondary_School	Toronto_CDSB	13	798
2351	5	St_Mary's_Catholic_Secondary_School	Toronto_CDSB	13	776
2352	5	Michael_Power/St_Joseph_High_School	Toronto_CDSB	13	1991
2353	5	St_Joseph's_College_School	Toronto_CDSB	13	684
2354	5	Msgr_Fraser_Orientation_Centre	Toronto_CDSB	13	366
2355	5	Loretto_College_School	Toronto_CDSB	13	657
2356	5	St_Patrick_Catholic_Secondary_School	Toronto_CDSB	13	505
2357	5	Archbishop_Romero_Catholic_Secondary_School	Toronto_CDSB	13	807
2358	5	Neil_McNeil_High_School	Toronto_CDSB	13	758
2359	5	Notre_Dame_Catholic_High_School	Toronto_CDSB	13	691
2360	5	Don_Bosco_Catholic_Secondary_School	Toronto_CDSB	13	854
2361	5	Marshall_McLuhan_Catholic_Secondary_School	Toronto_CDSB	13	1037
2362	5	Chaminade_College_School	Toronto_CDSB	13	902
2363	5	Dante_Alighieri_Academy	Toronto_CDSB	13	1347
2364	5	Blessed_Cardinal_Newman_Catholic_School	Toronto_CDSB	13	1277
2365	5	Monsignor_Percy_Johnson_Catholic_High_School	Toronto_CDSB	13	792
2366	5	St._Basil-the-Great_College_School	Toronto_CDSB	13	1308
2367	5	Madonna_Catholic_Secondary_School	Toronto_CDSB	13	528
2368	5	Jean_Vanier_Catholic_Secondary_School	Toronto_CDSB	13	975
2369	5	Loretto_Abbey_Catholic_Secondary_School	Toronto_CDSB	13	929
2370	5	Father_Henry_Carr_Catholic_Secondary_School	Toronto_CDSB	13	807
2371	5	Senator_O'Connor_College_School	Toronto_CDSB	13	1163
2372	5	Msgr_Fraser_College_(Norfinch_Campus)	Toronto_CDSB	13	212
2373	5	James_Cardinal_McGuigan_Catholic_High_School	Toronto_CDSB	13	675
2374	5	Blessed_Pope_John_Paul_II_Catholic_Secondary_School	Toronto_CDSB	13	1358
2375	5	St_Josephs_Morrow_Park_High_School	Toronto_CDSB	13	748
2376	5	Msgr_Fraser-Midland	Toronto_CDSB	13	228
2377	5	Brebeuf_College_School	Toronto_CDSB	13	1061
2378	5	Blessed_Mother_Teresa_Catholic_Secondary_School	Toronto_CDSB	13	614
2379	5	Mary_Ward_Catholic_Secondary_School	Toronto_CDSB	13	1179
2380	0	City_School	Toronto_DSB	14	307
2381	0	ALPHA_Alternative_Junior_School	Toronto_DSB	14	201
2382	0	Beverley_School	Toronto_DSB	14	163
2383	0	Church_Street_Junior_Public_School	Toronto_DSB	14	300
2384	0	Avondale_Alternative_Elementary_School	Toronto_DSB	14	354
2385	1	Twentieth_Street_Junior_School	Toronto_DSB	14	181
2386	1	Seventh_Street_Junior_School	Toronto_DSB	14	171
2387	1	Sir_Adam_Beck_Junior_School	Toronto_DSB	14	431
2388	1	David_Hornell_Junior_School	Toronto_DSB	14	184
2389	1	George_R_Gauld_Junior_School	Toronto_DSB	14	169
2390	1	Millwood_Junior_School	Toronto_DSB	14	440
2391	1	Etienne_Brule_Junior_School	Toronto_DSB	14	163
2392	1	Queen_Victoria_Junior_Public_School	Toronto_DSB	14	682
2393	1	Eatonville_Junior_School	Toronto_DSB	14	244
2394	1	The_Grove_Community_School	Toronto_DSB	14	350
2395	1	Sunnylea_Junior_School	Toronto_DSB	14	247
2396	1	Island_Public/Natural_Science_School	Toronto_DSB	14	188
2397	1	Garden_Avenue_Junior_Public_School	Toronto_DSB	14	236
2398	1	Mill_Valley_Junior_School	Toronto_DSB	14	236
2399	1	Niagara_Street_Junior_Public_School	Toronto_DSB	14	150
2400	1	Wedgewood_Junior_School	Toronto_DSB	14	374
2401	1	Givins/Shaw_Junior_Public_School	Toronto_DSB	14	281
2402	1	Charles_G_Fraser_Junior_Public_School	Toronto_DSB	14	273
2403	1	Broadacres_Junior_Public_School	Toronto_DSB	14	290
2404	1	Downtown_Alternative_School	Toronto_DSB	14	85
2405	1	Ogden_Junior_Public_School	Toronto_DSB	14	176
2406	1	Howard_Junior_Public_School	Toronto_DSB	14	541
2407	1	West_Glen_Junior_School	Toronto_DSB	14	216
2408	1	Ossington/Old_Orchard_Junior_Public_School	Toronto_DSB	14	283
2409	1	Dewson_Street_Junior_Public_School	Toronto_DSB	14	512
2410	1	Wellesworth_Junior_School	Toronto_DSB	14	207
2411	1	Keele_Street_Junior_Public_School	Toronto_DSB	14	434
2412	1	Clinton_Street_Junior_Public_School	Toronto_DSB	14	391
2413	1	Orde_Street_Junior_Public_School	Toronto_DSB	14	297
2414	1	Regent_Park/Duke_of_York_Junior_Public_School	Toronto_DSB	14	342
2415	1	Rosethorn_Junior_School	Toronto_DSB	14	338
2416	1	Morse_Street_Junior_Public_School	Toronto_DSB	14	203
2417	1	Bruce_Junior_Public_School	Toronto_DSB	14	190
2418	1	Indian_Road_Crescent_Junior_Public_School	Toronto_DSB	14	307
2419	1	Warren_Park_Junior_Public_School	Toronto_DSB	14	154
2420	1	Perth_Avenue_Junior_Public_School	Toronto_DSB	14	207
2421	1	King_George_Junior_Public_School	Toronto_DSB	14	130
2422	1	Pauline_Junior_Public_School	Toronto_DSB	14	236
2423	1	Sprucecourt_Junior_Public_School	Toronto_DSB	14	353
2424	1	Briarcrest_Junior_School	Toronto_DSB	14	270
2425	1	Lambton_Park_Community_School	Toronto_DSB	14	173
2426	1	Leslieville_Junior_Public_School	Toronto_DSB	14	329
2427	1	Palmerston_Avenue_Junior_Public_School	Toronto_DSB	14	565
2428	1	Kew_Beach_Junior_Public_School	Toronto_DSB	14	417
2429	1	George_Syme_Community_School	Toronto_DSB	14	437
2430	1	Rose_Avenue_Junior_Public_School	Toronto_DSB	14	671
2431	1	Pape_Avenue_Junior_Public_School	Toronto_DSB	14	271
2432	1	Huron_Street_Junior_Public_School	Toronto_DSB	14	438
2433	1	St_George's_Junior_School	Toronto_DSB	14	239
2434	1	Princess_Margaret_Junior_School	Toronto_DSB	14	345
2435	1	Blake_Street_Junior_Public_School	Toronto_DSB	14	310
2436	1	Williamson_Road_Junior_Public_School	Toronto_DSB	14	527
2437	1	Regal_Road_Junior_Public_School	Toronto_DSB	14	522
2438	1	Balmy_Beach_Community_School	Toronto_DSB	14	387
2439	1	Norway_Junior_Public_School	Toronto_DSB	14	270
2440	1	Frankland_Community_School	Toronto_DSB	14	328
2441	1	McMurrich_Junior_Public_School	Toronto_DSB	14	397
2442	1	Rosedale_Junior_Public_School	Toronto_DSB	14	204
2443	1	Hillcrest_Community_School	Toronto_DSB	14	368
2444	1	General_Mercer_Junior_Public_School	Toronto_DSB	14	232
2445	1	Cordella_Junior_Public_School	Toronto_DSB	14	161
2446	1	Cottingham_Junior_Public_School	Toronto_DSB	14	121
2447	1	Jackman_Avenue_Junior_Public_School	Toronto_DSB	14	689
2448	1	Wilkinson_Junior_Public_School	Toronto_DSB	14	469
2449	1	Beaches_Alternative_Junior_School	Toronto_DSB	14	350
2450	1	Parkfield_Junior_School	Toronto_DSB	14	356
2451	1	Roselands_Junior_Public_School	Toronto_DSB	14	302
2452	1	F_H_Miller_Junior_Public_School	Toronto_DSB	14	154
2453	1	Dennis_Avenue_Community_School	Toronto_DSB	14	220
2454	1	Adam_Beck_Junior_Public_School	Toronto_DSB	14	365
2455	1	Brown_Junior_Public_School	Toronto_DSB	14	524
2456	1	Whitney_Junior_Public_School	Toronto_DSB	14	341
2457	1	Gledhill_Junior_Public_School	Toronto_DSB	14	524
2458	1	Chester_Elementary_School	Toronto_DSB	14	462
2459	1	Keelesdale_Junior_Public_School	Toronto_DSB	14	207
2460	1	Bala_Avenue_Community_School	Toronto_DSB	14	243
2461	1	Westmount_Junior_School	Toronto_DSB	14	330
2462	1	R_H_McGregor_Elementary_School	Toronto_DSB	14	636
2463	1	Westway_Junior_School	Toronto_DSB	14	250
2464	1	Fairbank_Memorial_Community_School	Toronto_DSB	14	255
2465	1	William_Burgess_Elementary_School	Toronto_DSB	14	300
2466	1	Secord_Elementary_School	Toronto_DSB	14	625
2467	1	Bennington_Heights_Elementary_School	Toronto_DSB	14	217
2468	1	Valleyfield_Junior_School	Toronto_DSB	14	274
2469	1	Diefenbaker_Elementary_School	Toronto_DSB	14	363
2470	1	Oakridge_Junior_Public_School	Toronto_DSB	14	777
2471	1	Crescent_Town_Elementary_School	Toronto_DSB	14	829
2472	1	Kingsview_Village_Junior_School	Toronto_DSB	14	689
2473	1	Parkside_Elementary_School	Toronto_DSB	14	165
2474	1	Rolph_Road_Elementary_School	Toronto_DSB	14	387
2475	1	Oriole_Park_Junior_Public_School	Toronto_DSB	14	201
2476	1	West_Preparatory_Junior_Public_School	Toronto_DSB	14	437
2477	1	George_Webster_Elementary_School	Toronto_DSB	14	438
2478	1	Briar_Hill_Junior_Public_School	Toronto_DSB	14	179
2479	1	H_J_Alexander_Community_School	Toronto_DSB	14	525
2480	1	Brookhaven_Public_School	Toronto_DSB	14	532
2481	1	Maurice_Cody_Junior_Public_School	Toronto_DSB	14	544
2482	1	Presteign_Heights_Elementary_School	Toronto_DSB	14	184
2483	1	George_Anderson_Public_School	Toronto_DSB	14	212
2484	1	Weston_Memorial_Junior_Public_School	Toronto_DSB	14	303
2485	1	North_Preparatory_Junior_Public_School	Toronto_DSB	14	222
2486	1	Thorncliffe_Park_Public_School	Toronto_DSB	14	1901
2487	1	Eglinton_Junior_Public_School	Toronto_DSB	14	377
2488	1	Selwyn_Elementary_School	Toronto_DSB	14	256
2489	1	Gracefield_Public_School	Toronto_DSB	14	294
2490	1	Joyce_Public_School	Toronto_DSB	14	282
2491	1	Allenby_Junior_Public_School	Toronto_DSB	14	675
2492	1	Gateway_Public_School	Toronto_DSB	14	877
2493	1	Pelmo_Park_Public_School	Toronto_DSB	14	295
2494	1	John_Fisher_Junior_Public_School	Toronto_DSB	14	544
2495	1	Glen_Park_Public_School	Toronto_DSB	14	367
2496	1	Victoria_Park_Elementary_School	Toronto_DSB	14	146
2497	1	Grenoble_Public_School	Toronto_DSB	14	722
2498	1	Elmlea_Junior_School	Toronto_DSB	14	519
2499	1	O'Connor_Public_School	Toronto_DSB	14	221
2500	1	John_Ross_Robertson_Junior_Public_School	Toronto_DSB	14	561
2501	1	Flemington_Public_School	Toronto_DSB	14	402
2502	1	Blythwood_Junior_Public_School	Toronto_DSB	14	320
2503	1	Norman_Cook_Junior_Public_School	Toronto_DSB	14	153
2504	1	Highview_Public_School	Toronto_DSB	14	198
2505	1	Corvette_Junior_Public_School	Toronto_DSB	14	470
2506	1	Tumpane_Public_School	Toronto_DSB	14	454
2507	1	Baycrest_Public_School	Toronto_DSB	14	142
2508	1	Braeburn_Junior_School	Toronto_DSB	14	305
2509	1	Chalkfarm_Public_School	Toronto_DSB	14	256
2510	1	H_A_Halbert_Junior_Public_School	Toronto_DSB	14	294
2511	1	John_Wanless_Junior_Public_School	Toronto_DSB	14	731
2512	1	Rivercrest_Junior_School	Toronto_DSB	14	278
2513	1	Downsview_Public_School	Toronto_DSB	14	212
2514	1	Sloane_Public_School	Toronto_DSB	14	209
2515	1	Walter_Perry_Junior_Public_School	Toronto_DSB	14	362
2516	1	Ancaster_Public_School	Toronto_DSB	14	107
2517	1	Greenland_Public_School	Toronto_DSB	14	174
2518	1	Victoria_Village_Public_School	Toronto_DSB	14	354
2519	1	Blaydon_Public_School	Toronto_DSB	14	192
2520	1	Elizabeth_Simcoe_Junior_Public_School	Toronto_DSB	14	257
2521	1	Glen_Ravine_Junior_Public_School	Toronto_DSB	14	300
2522	1	George_P_Mackie_Junior_Public_School	Toronto_DSB	14	182
2523	1	Calico_Public_School	Toronto_DSB	14	383
2524	1	Mason_Road_Junior_Public_School	Toronto_DSB	14	463
2525	1	Melody_Village_Junior_School	Toronto_DSB	14	339
2526	1	Armour_Heights_Public_School	Toronto_DSB	14	337
2527	1	Norman_Ingram_Public_School	Toronto_DSB	14	228
2528	1	Lord_Roberts_Junior_Public_School	Toronto_DSB	14	463
2529	1	Rippleton_Public_School	Toronto_DSB	14	266
2530	1	Summit_Heights_Public_School	Toronto_DSB	14	285
2531	1	Stanley_Public_School	Toronto_DSB	14	359
2532	1	Pringdale_Gardens_Junior_Public_School	Toronto_DSB	14	383
2533	1	Hunter's_Glen_Junior_Public_School	Toronto_DSB	14	401
2534	1	Denlow_Public_School	Toronto_DSB	14	529
2535	1	Broadlands_Public_School	Toronto_DSB	14	466
2536	1	Highfield_Junior_School	Toronto_DSB	14	994
2537	1	Cedar_Drive_Junior_Public_School	Toronto_DSB	14	709
2538	1	Claireville_Junior_School	Toronto_DSB	14	449
2539	1	Cassandra_Public_School	Toronto_DSB	14	283
2540	1	Daystrom_Public_School	Toronto_DSB	14	606
2541	1	Owen_Public_School	Toronto_DSB	14	562
2542	1	Three_Valleys_Public_School	Toronto_DSB	14	252
2543	1	Guildwood_Junior_Public_School	Toronto_DSB	14	224
2544	1	Stilecroft_Public_School	Toronto_DSB	14	333
2545	1	Yorkwoods_Public_School	Toronto_DSB	14	417
2546	1	Ranchdale_Public_School	Toronto_DSB	14	268
2547	1	Manhattan_Park_Junior_Public_School	Toronto_DSB	14	149
2548	1	Gracedale_Public_School	Toronto_DSB	14	877
2549	1	Poplar_Road_Junior_Public_School	Toronto_DSB	14	217
2550	1	John_D_Parker_Junior_School	Toronto_DSB	14	646
2551	1	Lamberton_Public_School	Toronto_DSB	14	394
2552	1	Cameron_Public_School	Toronto_DSB	14	243
2553	1	Firgrove_Public_School	Toronto_DSB	14	492
2554	1	Topcliff_Public_School	Toronto_DSB	14	426
2555	1	Harrison_Public_School	Toronto_DSB	14	233
2556	1	Donwood_Park_Junior_Public_School	Toronto_DSB	14	613
2557	1	Derrydown_Public_School	Toronto_DSB	14	517
2558	1	Cornell_Junior_Public_School	Toronto_DSB	14	921
2559	1	Rene_Gordon_Elementary_School	Toronto_DSB	14	221
2560	1	Willow_Park_Junior_Public_School	Toronto_DSB	14	476
2561	1	Dunlace_Public_School	Toronto_DSB	14	344
2562	1	Bendale_Junior_Public_School	Toronto_DSB	14	324
2563	1	Peter_Secor_Junior_Public_School	Toronto_DSB	14	217
2564	1	Driftwood_Public_School	Toronto_DSB	14	492
2565	1	Golf_Road_Junior_Public_School	Toronto_DSB	14	332
2566	1	Roywood_Public_School	Toronto_DSB	14	225
2567	1	Fenside_Public_School	Toronto_DSB	14	352
2568	1	William_Tredway_Junior_Public_School	Toronto_DSB	14	532
2569	1	Gosford_Public_School	Toronto_DSB	14	290
2570	1	Heron_Park_Junior_Public_School	Toronto_DSB	14	275
2571	1	William_G_Miller_Junior_Public_School	Toronto_DSB	14	396
2572	1	Wilmington_Elementary_School	Toronto_DSB	14	287
2573	1	Shoreham_Public_School	Toronto_DSB	14	347
2574	1	Forest_Manor_Public_School	Toronto_DSB	14	666
2575	1	North_Bendale_Junior_Public_School	Toronto_DSB	14	148
2576	1	Hollywood_Public_School	Toronto_DSB	14	246
2577	1	Churchill_Public_School	Toronto_DSB	14	283
2578	1	Elkhorn_Public_School	Toronto_DSB	14	338
2579	1	Blacksmith_Public_School	Toronto_DSB	14	298
2580	1	Glamorgan_Junior_Public_School	Toronto_DSB	14	639
2581	1	Yorkview_Public_School	Toronto_DSB	14	506
2582	1	Bellmere_Junior_Public_School	Toronto_DSB	14	475
2583	1	Vradenburg_Junior_Public_School	Toronto_DSB	14	358
2584	1	McKee_Public_School	Toronto_DSB	14	628
2585	1	Heather_Heights_Junior_Public_School	Toronto_DSB	14	215
2586	1	Lynngate_Junior_Public_School	Toronto_DSB	14	201
2587	1	Dallington_Public_School	Toronto_DSB	14	457
2588	1	Muirhead_Public_School	Toronto_DSB	14	157
2589	1	Woburn_Junior_Public_School	Toronto_DSB	14	523
2590	1	Inglewood_Heights_Junior_Public_School	Toronto_DSB	14	230
2591	1	Bridlewood_Junior_Public_School	Toronto_DSB	14	171
2592	1	Charlottetown_Junior_Public_School	Toronto_DSB	14	458
2593	1	Lescon_Public_School	Toronto_DSB	14	278
2594	1	Brian_Public_School	Toronto_DSB	14	444
2595	1	C_D_Farquharson_Junior_Public_School	Toronto_DSB	14	399
2596	1	Tam_O'Shanter_Junior_Public_School	Toronto_DSB	14	401
2597	1	Finch_Public_School	Toronto_DSB	14	273
2598	1	Kingslake_Public_School	Toronto_DSB	14	323
2599	1	Fairglen_Junior_Public_School	Toronto_DSB	14	163
2600	1	William_G_Davis_Junior_Public_School	Toronto_DSB	14	263
2601	1	Pauline_Johnson_Junior_Public_School	Toronto_DSB	14	255
2602	1	Rockford_Public_School	Toronto_DSB	14	657
2603	1	Centennial_Road_Junior_Public_School	Toronto_DSB	14	234
2604	1	White_Haven_Junior_Public_School	Toronto_DSB	14	489
2605	1	North_Bridlewood_Junior_Public_School	Toronto_DSB	14	287
2606	1	Agincourt_Junior_Public_School	Toronto_DSB	14	211
2607	1	Pleasant_Public_School	Toronto_DSB	14	388
2608	1	Crestview_Public_School	Toronto_DSB	14	328
2609	1	Timberbank_Junior_Public_School	Toronto_DSB	14	238
2610	1	Seneca_Hill_Public_School	Toronto_DSB	14	300
2611	1	Burrows_Hall_Junior_Public_School	Toronto_DSB	14	294
2612	1	Ernest_Public_School	Toronto_DSB	14	248
2613	1	Highland_Heights_Junior_Public_School	Toronto_DSB	14	255
2614	1	West_Rouge_Junior_Public_School	Toronto_DSB	14	232
2615	1	Pineway_Public_School	Toronto_DSB	14	221
2616	1	North_Agincourt_Junior_Public_School	Toronto_DSB	14	331
2617	1	Lynnwood_Heights_Junior_Public_School	Toronto_DSB	14	132
2618	1	Malvern_Junior_Public_School	Toronto_DSB	14	425
2619	1	Lillian_Public_School	Toronto_DSB	14	299
2620	1	Cresthaven_Public_School	Toronto_DSB	14	233
2621	1	Chester_Le_Junior_Public_School	Toronto_DSB	14	191
2622	1	Cherokee_Public_School	Toronto_DSB	14	177
2623	1	Beverly_Glen_Junior_Public_School	Toronto_DSB	14	426
2624	1	Hillmount_Public_School	Toronto_DSB	14	251
2625	1	Chartland_Junior_Public_School	Toronto_DSB	14	230
2626	1	Brookmill_Boulevard_Junior_Public_School	Toronto_DSB	14	361
2627	1	Berner_Trail_Junior_Public_School	Toronto_DSB	14	408
2628	1	Iroquois_Junior_Public_School	Toronto_DSB	14	272
2629	1	Steelesview_Public_School	Toronto_DSB	14	282
2630	1	Anson_S_Taylor_Junior_Public_School	Toronto_DSB	14	309
2631	1	Grey_Owl_Junior_Public_School	Toronto_DSB	14	362
2632	1	Cliffwood_Public_School	Toronto_DSB	14	326
2633	1	Sir_Samuel_B_Steele_Junior_Public_School	Toronto_DSB	14	395
2634	1	Alexmuir_Junior_Public_School	Toronto_DSB	14	461
2635	1	Arbor_Glen_Public_School	Toronto_DSB	14	244
2636	1	Tom_Longboat_Junior_Public_School	Toronto_DSB	14	364
2637	1	Brimwood_Boulevard_Junior_Public_School	Toronto_DSB	14	352
2638	1	Percy_Williams_Junior_Public_School	Toronto_DSB	14	386
2639	2	James_S_Bell_Junior_Middle_School	Toronto_DSB	14	382
2640	2	Second_Street_Junior_Middle_School	Toronto_DSB	14	387
2641	2	Lanor_Junior_Middle_School	Toronto_DSB	14	288
2642	2	John_English_Junior_Middle_School	Toronto_DSB	14	722
2643	2	Norseman_Junior_Middle_School	Toronto_DSB	14	498
2644	2	Park_Lawn_Junior_and_Middle_School	Toronto_DSB	14	442
2645	2	Parkdale_Junior_and_Senior_Public_School	Toronto_DSB	14	585
2646	2	Swansea_Junior_and_Senior_Junior_and_Senior_Public_School	Toronto_DSB	14	663
2647	2	Fern_Avenue_Junior_and_Senior_Public_School	Toronto_DSB	14	492
2648	2	Alexander_Muir/Gladstone_Ave_Junior_and_Senior_Public_School	Toronto_DSB	14	381
2649	2	Islington_Junior_Middle_School	Toronto_DSB	14	511
2650	2	City_View_Alternative_Senior_School	Toronto_DSB	14	194
2651	2	Market_Lane_Junior_and_Senior_Public_School	Toronto_DSB	14	363
2652	2	Ryerson_Community_School	Toronto_DSB	14	374
2653	2	Seneca_School	Toronto_DSB	14	67
2654	2	Brock_Public_School	Toronto_DSB	14	184
2655	2	Hollycrest_Middle_School	Toronto_DSB	14	331
2656	2	Runnymede_Junior_and_Senior_Public_School	Toronto_DSB	14	1023
2657	2	Horizon_Alternative_Senior_School	Toronto_DSB	14	206
2658	2	King_Edward_Junior_and_Senior_Public_School	Toronto_DSB	14	438
2659	2	Nelson_Mandela_Park_Public_School	Toronto_DSB	14	431
2660	2	Delta_Senior_Alternative_School	Toronto_DSB	14	191
2661	2	Lambton_Kingsway_Junior_Middle_School	Toronto_DSB	14	745
2662	2	da_Vinci_School	Toronto_DSB	14	659
2663	2	Humbercrest_Public_School	Toronto_DSB	14	693
2664	2	Lord_Dufferin_Junior_and_Senior_Public_School	Toronto_DSB	14	475
2665	2	Annette_Street_Junior_and_Senior_Public_School	Toronto_DSB	14	607
2666	2	Dundas_Junior_Public_School	Toronto_DSB	14	362
2667	2	Lucy_McCormick_Senior_School	Toronto_DSB	14	81
2668	2	Humber_Valley_Village_Junior_Middle_School	Toronto_DSB	14	431
2669	2	Duke_of_Connaught_Junior_and_Senior_Public_School	Toronto_DSB	14	561
2670	2	Winchester_Junior_and_Senior_Public_School	Toronto_DSB	14	362
2671	2	Dovercourt_Public_School	Toronto_DSB	14	253
2672	2	Essex_Junior_and_Senior_Public_School	Toronto_DSB	14	536
2673	2	Quest_Alternative_School_Senior	Toronto_DSB	14	668
2674	2	Carleton_Village_Junior_and_Senior_Public_School	Toronto_DSB	14	406
2675	2	Equinox_Holistic_Alternative_School	Toronto_DSB	14	669
2676	2	Jesse_Ketchum_Junior_and_Senior_Public_School	Toronto_DSB	14	400
2677	2	Bowmore_Road_Junior_and_Senior_Public_School	Toronto_DSB	14	732
2678	2	Harwood_Public_School	Toronto_DSB	14	207
2679	2	Courcelette_Public_School	Toronto_DSB	14	265
2680	2	Earl_Haig_Public_School	Toronto_DSB	14	336
2681	2	Rawlinson_Community_School	Toronto_DSB	14	441
2682	2	Blantyre_Public_School	Toronto_DSB	14	237
2683	2	Humewood_Community_School	Toronto_DSB	14	371
2684	2	Dixon_Grove_Junior_Middle_School	Toronto_DSB	14	824
2685	2	Earl_Beatty_Junior_and_Senior_Public_School	Toronto_DSB	14	423
2686	2	Silverthorn_Community_School	Toronto_DSB	14	287
2687	2	Deer_Park_Junior_and_Senior_Public_School	Toronto_DSB	14	529
2688	2	William_J_McCordic_School	Toronto_DSB	14	82
2689	2	Birch_Cliff_Public_School	Toronto_DSB	14	351
